100
100
7,36,40,22,30,7,30,31,41,24,42,20,48,7,39,37,7,19,33,16,40,9,41,3,2,19,3,38,29,28,45,38,14,38,12,44,47,42,27,38,16,19,10,16,29,0,5,36,21,39,5,12,48,46,17,0,16,22,40,47,0,38,35,16,26,47,12,25,41,40,13,7,11,25,25,40,25,31,29,47,20,34,11,20,30,30,20,48,2,12,45,4,0,32,20,26,31,32,1,22
24,16,31,36,42,7,26,19,38,5,16,10,41,29,30,22,9,2,22,11,14,20,15,15,2,37,43,34,22,47,8,46,13,40,34,7,47,11,27,37,18,45,47,12,25,29,34,34,31,8,48,45,28,15,12,31,3,6,17,25,3,25,23,18,17,8,26,14,21,3,3,41,0,0,3,25,29,39,12,12,48,12,10,26,27,22,9,32,28,28,9,33,6,33,2,23,43,28,40,14
33,43,7,33,46,11,11,27,0,23,40,0,37,0,29,16,22,40,49,3,21,10,38,27,45,40,2,38,20,42,4,5,36,12,39,32,23,2,9,25,27,1,28,14,1,7,30,26,49,31,31,20,42,19,49,37,10,2,26,32,46,30,38,32,44,29,16,19,31,28,47,8,29,25,22,33,34,2,9,33,36,42,6,28,11,5,15,23,9,43,6,6,26,44,40,20,23,7,42,6
37,39,14,16,14,36,1,48,40,12,33,26,4,39,6,16,45,24,41,6,17,47,12,45,43,3,16,18,12,8,24,49,49,40,17,13,26,19,13,19,31,46,47,38,38,4,6,35,28,47,41,47,47,4,43,42,7,11,11,19,21,37,20,20,28,37,33,6,8,48,27,42,44,25,30,34,31,38,19,11,35,11,8,34,17,3,27,26,14,40,47,35,27,17,5,7,6,40,16,15
38,43,9,35,20,41,19,3,29,39,14,16,2,25,1,21,28,28,47,43,18,46,30,47,13,36,5,21,28,23,38,17,18,47,2,41,38,21,44,19,12,11,36,16,38,37,39,18,17,38,13,35,34,44,34,49,32,41,21,10,14,9,27,33,9,31,26,47,5,22,19,19,35,5,38,23,44,27,42,11,16,5,46,0,1,32,2,33,24,23,44,38,34,23,23,43,5,1,43,12
24,12,31,9,19,19,33,13,49,27,24,15,34,22,17,36,4,19,21,28,44,17,19,29,41,44,24,48,46,17,10,20,31,43,29,0,13,14,13,14,43,39,29,30,11,48,16,18,20,39,48,14,7,17,45,0,14,20,0,10,39,10,30,21,5,11,23,20,28,39,34,21,28,15,3,42,14,21,10,34,11,8,0,18,28,46,20,42,18,20,2,7,32,34,30,37,47,6,10,25
45,44,49,23,10,2,17,26,24,27,12,37,36,14,7,16,10,27,8,30,49,10,40,31,46,20,20,43,28,30,21,23,27,22,49,39,26,16,15,2,46,29,39,32,43,46,48,6,25,8,36,24,18,28,7,14,49,30,9,29,10,30,3,39,4,4,28,31,20,45,33,16,26,25,0,20,23,0,28,49,8,14,25,28,43,35,44,44,15,4,25,27,36,28,17,41,32,47,24,5
45,9,23,21,34,26,43,8,26,21,9,37,38,36,17,33,21,12,29,38,18,4,16,6,33,35,49,17,34,23,24,29,33,48,3,19,24,46,27,2,18,38,41,6,25,9,39,46,23,18,35,41,22,3,47,7,40,49,27,24,22,1,6,7,1,9,27,27,5,6,30,25,45,23,31,20,32,20,16,5,40,3,48,15,8,48,22,48,47,49,25,19,3,31,27,4,42,6,34,49
12,16,25,7,39,8,27,22,31,46,29,21,1,28,36,10,26,9,10,23,10,37,44,15,20,23,22,12,29,6,14,44,22,39,1,11,49,31,35,30,29,15,2,30,45,40,42,23,1,5,48,12,42,44,27,13,18,1,27,49,7,41,45,29,32,47,41,32,30,28,12,9,43,16,41,40,7,34,15,8,39,13,22,33,10,2,46,28,3,26,29,11,17,25,40,2,24,33,36,6
12,0,15,7,17,6,48,24,42,15,32,33,29,5,17,39,7,15,19,10,41,0,23,11,27,14,13,3,49,1,9,11,1,26,19,18,33,19,42,27,34,27,11,15,34,28,6,43,43,25,5,37,28,29,48,5,45,13,9,44,14,20,6,15,47,27,34,32,46,28,9,32,7,22,48,43,2,4,36,48,32,44,35,10,25,33,17,20,48,28,16,12,49,24,29,48,1,15,32,49
